250,1.64952367,3.69806466
260,1.75617514,4.1175355
270,2.09131514,4.74406773
280,2.98593047,5.33316451
290,4.40411861,5.27575117
300,5.08361209,4.24722385
310,5.12261114,3.64497158
320,5.14669311,3.33080033
330,5.21647747,3.133914
340,5.33573674,3.00776171
350,5.53861609,2.96040839
360,6.08773684,2.97843055
370,6.98371386,2.12934606
380,6.67644498,0.887563868
390,6.07167202,0.46047685
400,5.67378011,0.279291296
410,5.37085449,0.177460948
420,5.13230522,0.123887248
430,4.94464983,0.09724517
440,4.796012,0.083429541
450,4.67577655,0.074661484
460,4.57580693,0.067723037
470,4.4905775,0.061707535
480,4.41665998,0.056401992
490,4.35173971,0.051708436
500,4.29411469,0.047544772
510,4.242597,0.04383687
520,4.19625486,0.04051951
530,4.15428599,0.037537447
540,4.11613854,0.034842553
550,4.08130132,0.03239464
560,4.04932066,0.030159936
570,4.01994318,0.028109315
580,3.99277841,0.02621953
590,3.96763313,0.024470431
600,3.94424886,0.022845671
610,3.9225092,0.021331085
620,3.90218904,0.019915606
630,3.88318258,0.018589718
640,3.86538149,0.017345453
650,3.84864826,0.016176426
660,3.83287203,0.015077318
670,3.81804041,0.014043193
680,3.80402125,0.013070313
690,3.79077379,0.012155079
700,3.77821952,0.011294278
710,3.76635005,0.010484802
720,3.75506762,0.009723964
730,3.74433988,0.009009115
740,3.73416165,0.008337594
750,3.72442899,0.007707252
760,3.71518259,0.007115636
770,3.70634698,0.006560765
780,3.69790488,0.006040609
790,3.68984098,0.005553295
800,3.68211984,0.005097021
810,3.67474072,0.004670189
820,3.66766652,0.004271109
830,3.66087589,0.00389838
840,3.65437387,0.003550582
850,3.64812256,0.003226404
860,3.64212526,0.002924513
870,3.63635572,0.002643846
880,3.63080431,0.002383209
890,3.62546232,0.002141566
900,3.62031698,0.001917911
910,3.61537891,0.001711349
920,3.61061692,0.00152093
930,3.60601592,0.001345896
940,3.601586,0.001185384
950,3.59731225,0.001038661
960,3.593165,0.000905011
970,3.58917285,0.000783773
980,3.58531894,0.000674299
990,3.58160983,0.000575939
1000,3.57800536,0.000488087
1010,3.57452715,0.000410206
1020,3.57116162,0.000341647
1030,3.56789961,0.000281809
1040,3.56475209,0.000230104
1050,3.56169137,0.000185882
1060,3.55874969,0.000148451
1070,3.55587068,0.000117206
1080,3.55310354,9.14E-05
1090,3.55043333,7.04E-05
1100,3.54783273,5.36E-05
1110,3.54530742,4.02E-05
1120,3.54285727,2.98E-05
1130,3.54048549,2.18E-05
1140,3.53818453,1.58E-05
1150,3.53595601,1.13E-05
1160,3.5337822,7.95E-06
1170,3.53169101,5.53E-06
1180,3.52963859,3.81E-06
1190,3.52765815,2.59E-06
1200,3.52570644,1.74E-06
1210,3.5238302,1.16E-06
1220,3.52200264,7.64E-07
1230,3.52021796,4.97E-07
1240,3.51849885,3.21E-07
1250,3.51681756,2.05E-07
1260,3.51516101,1.30E-07
1270,3.51356261,8.17E-08
1280,3.51199831,5.10E-08
1290,3.51047582,3.15E-08
1300,3.50900409,1.93E-08
1310,3.50755414,1.18E-08
1320,3.50614078,7.13E-09
1330,3.50475877,4.29E-09
1340,3.50342938,2.57E-09
1350,3.50211715,1.53E-09
1360,3.50083001,0
1370,3.4995881,0
1380,3.49835831,0
1390,3.49718283,0
1400,3.49601473,0
1410,3.49486755,0
1420,3.49376078,0
1430,3.4926707,0
1440,3.49159675,0
1450,3.49056913,0
1460,3.48953997,0
1470,3.48855252,0
1480,3.48757348,0
1490,3.48661721,0
1500,3.48567944,0
1510,3.48477158,0
1520,3.48387074,0
1530,3.4830056,0
1540,3.48214294,0
1550,3.48129136,0
1560,3.48047339,0
1570,3.47966524,0
1580,3.47887201,0
1590,3.47809346,0
1600,3.47733083,0
1610,3.47659375,0
1620,3.47586035,0
1630,3.47514414,0
1640,3.47444109,0
1650,3.47375498,0
1660,3.47306766,0
1670,3.47240581,0
1680,3.47175253,0
1690,3.47111667,0
1700,3.47048353,0
1710,3.46987018,0
1720,3.46926383,0
1730,3.4686689,0
1740,3.46808255,0
1750,3.46751057,0
1760,3.46694984,0
1770,3.46639575,0
1780,3.46584885,0
1790,3.46530916,0
1800,3.46478823,0
1810,3.46427022,0
1820,3.46375577,0
1830,3.4632569,0
1840,3.46276952,0
1850,3.46229142,0
1860,3.4618181,0
1870,3.46135054,0
1880,3.46089723,0
1890,3.4604438,0
1900,3.45999514,0
1910,3.45956257,0
1920,3.45913125,0
1930,3.4587062,0
1940,3.45828648,0
1950,3.45788124,0
1960,3.45747587,0
1970,3.45709399,0
1980,3.45668896,0
1990,3.45630722,0
2000,3.45592844,0
